item_id,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,subject_context_condition,item,condition_id
22_random_subject2_nocontext,random,tenrrons,subject2,the policeman,nocontext,,1,fortune,the policeman,the policeman tenrrons a,tenrrons,a,fortune,Does,earn,the policeman tenrrons a fortune,Does the policeman earn a fortune?,subject2_nocontext,22,random_subject2_nocontext
23_word1_neutral_nocontext,word1,bumped,neutral,he,nocontext,,1,car,he,he bumped the,bumped,the,car,Does,bump,he bumped the car,Does he bump the car?,neutral_nocontext,23,word1_neutral_nocontext
23_word1_neutral_context1,word1,bumped,neutral,he,context1,"due to the icy road, ",1,car,"due to the icy road, he","due to the icy road, he bumped the",bumped,the,car,Does,bump,"due to the icy road, he bumped the car",Does he bump the car?,neutral_context1,23,word1_neutral_context1
23_word1_neutral_context2,word1,bumped,neutral,he,context2,"inside the garbage room, ",1,car,"inside the garbage room, he","inside the garbage room, he bumped the",bumped,the,car,Does,bump,"inside the garbage room, he bumped the car",Does he bump the car?,neutral_context2,23,word1_neutral_context2
23_word1_subject1_nocontext,word1,bumped,subject1,the driver,nocontext,,1,car,the driver,the driver bumped the,bumped,the,car,Does,bump,the driver bumped the car,Does the driver bump the car?,subject1_nocontext,23,word1_subject1_nocontext
23_word1_subject2_nocontext,word1,bumped,subject2,the cleaner,nocontext,,1,car,the cleaner,the cleaner bumped the,bumped,the,car,Does,bump,the cleaner bumped the car,Does the cleaner bump the car?,subject2_nocontext,23,word1_subject2_nocontext
23_word2_neutral_nocontext,word2,dumped,neutral,he,nocontext,,1,car,he,he dumped the,dumped,the,car,Does,bump,he dumped the car,Does he bump the car?,neutral_nocontext,23,word2_neutral_nocontext
23_word2_neutral_context1,word2,dumped,neutral,he,context1,"due to the icy road, ",1,car,"due to the icy road, he","due to the icy road, he dumped the",dumped,the,car,Does,bump,"due to the icy road, he dumped the car",Does he bump the car?,neutral_context1,23,word2_neutral_context1
23_word2_neutral_context2,word2,dumped,neutral,he,context2,"inside the garbage room, ",1,car,"inside the garbage room, he","inside the garbage room, he dumped the",dumped,the,car,Does,bump,"inside the garbage room, he dumped the car",Does he bump the car?,neutral_context2,23,word2_neutral_context2
23_word2_subject1_nocontext,word2,dumped,subject1,the driver,nocontext,,1,car,the driver,the driver dumped the,dumped,the,car,Does,bump,the driver dumped the car,Does the driver bump the car?,subject1_nocontext,23,word2_subject1_nocontext
23_word2_subject2_nocontext,word2,dumped,subject2,the cleaner,nocontext,,1,car,the cleaner,the cleaner dumped the,dumped,the,car,Does,bump,the cleaner dumped the car,Does the cleaner bump the car?,subject2_nocontext,23,word2_subject2_nocontext
23_word2_control_neutral_nocontext,word2_control,discarded,neutral,he,nocontext,,1,car,he,he discarded the,discarded,the,car,Does,bump,he discarded the car,Does he bump the car?,neutral_nocontext,23,word2_control_neutral_nocontext
23_word2_control_neutral_context1,word2_control,discarded,neutral,he,context1,"due to the icy road, ",1,car,"due to the icy road, he","due to the icy road, he discarded the",discarded,the,car,Does,bump,"due to the icy road, he discarded the car",Does he bump the car?,neutral_context1,23,word2_control_neutral_context1
23_word2_control_neutral_context2,word2_control,discarded,neutral,he,context2,"inside the garbage room, ",1,car,"inside the garbage room, he","inside the garbage room, he discarded the",discarded,the,car,Does,bump,"inside the garbage room, he discarded the car",Does he bump the car?,neutral_context2,23,word2_control_neutral_context2
23_word2_control_subject1_nocontext,word2_control,discarded,subject1,the driver,nocontext,,1,car,the driver,the driver discarded the,discarded,the,car,Does,bump,the driver discarded the car,Does the driver bump the car?,subject1_nocontext,23,word2_control_subject1_nocontext
23_word2_control_subject2_nocontext,word2_control,discarded,subject2,the cleaner,nocontext,,1,car,the cleaner,the cleaner discarded the,discarded,the,car,Does,bump,the cleaner discarded the car,Does the cleaner bump the car?,subject2_nocontext,23,word2_control_subject2_nocontext
23_nonword_neutral_nocontext,nonword,fumped,neutral,he,nocontext,,1,car,he,he fumped the,fumped,the,car,Does,bump,he fumped the car,Does he bump the car?,neutral_nocontext,23,nonword_neutral_nocontext
23_nonword_neutral_context1,nonword,fumped,neutral,he,context1,"due to the icy road, ",1,car,"due to the icy road, he","due to the icy road, he fumped the",fumped,the,car,Does,bump,"due to the icy road, he fumped the car",Does he bump the car?,neutral_context1,23,nonword_neutral_context1
23_nonword_neutral_context2,nonword,fumped,neutral,he,context2,"inside the garbage room, ",1,car,"inside the garbage room, he","inside the garbage room, he fumped the",fumped,the,car,Does,bump,"inside the garbage room, he fumped the car",Does he bump the car?,neutral_context2,23,nonword_neutral_context2
23_nonword_subject1_nocontext,nonword,fumped,subject1,the driver,nocontext,,1,car,the driver,the driver fumped the,fumped,the,car,Does,bump,the driver fumped the car,Does the driver bump the car?,subject1_nocontext,23,nonword_subject1_nocontext
23_nonword_subject2_nocontext,nonword,fumped,subject2,the cleaner,nocontext,,1,car,the cleaner,the cleaner fumped the,fumped,the,car,Does,bump,the cleaner fumped the car,Does the cleaner bump the car?,subject2_nocontext,23,nonword_subject2_nocontext
23_random_neutral_nocontext,random,buryarded,neutral,he,nocontext,,1,car,he,he buryarded the,buryarded,the,car,Does,bump,he buryarded the car,Does he bump the car?,neutral_nocontext,23,random_neutral_nocontext
23_random_neutral_context1,random,buryarded,neutral,he,context1,"due to the icy road, ",1,car,"due to the icy road, he","due to the icy road, he buryarded the",buryarded,the,car,Does,bump,"due to the icy road, he buryarded the car",Does he bump the car?,neutral_context1,23,random_neutral_context1
23_random_neutral_context2,random,buryarded,neutral,he,context2,"inside the garbage room, ",1,car,"inside the garbage room, he","inside the garbage room, he buryarded the",buryarded,the,car,Does,bump,"inside the garbage room, he buryarded the car",Does he bump the car?,neutral_context2,23,random_neutral_context2
23_random_subject1_nocontext,random,buryarded,subject1,the driver,nocontext,,1,car,the driver,the driver buryarded the,buryarded,the,car,Does,bump,the driver buryarded the car,Does the driver bump the car?,subject1_nocontext,23,random_subject1_nocontext
23_random_subject2_nocontext,random,buryarded,subject2,the cleaner,nocontext,,1,car,the cleaner,the cleaner buryarded the,buryarded,the,car,Does,bump,the cleaner buryarded the car,Does the cleaner bump the car?,subject2_nocontext,23,random_subject2_nocontext
24_word1_neutral_nocontext,word1,cloned,neutral,he,nocontext,,1,gene,he,he cloned the,cloned,the,gene,Did,clone,he cloned the gene,Did he clone the gene?,neutral_nocontext,24,word1_neutral_nocontext
24_word1_neutral_context1,word1,cloned,neutral,he,context1,"in the biology lab, ",1,gene,"in the biology lab, he","in the biology lab, he cloned the",cloned,the,gene,Did,clone,"in the biology lab, he cloned the gene",Did he clone the gene?,neutral_context1,24,word1_neutral_context1
24_word1_neutral_context2,word1,cloned,neutral,he,context2,"annoyed by the noise outside, ",1,gene,"annoyed by the noise outside, he","annoyed by the noise outside, he cloned the",cloned,the,gene,Did,clone,"annoyed by the noise outside, he cloned the gene",Did he clone the gene?,neutral_context2,24,word1_neutral_context2
24_word1_subject1_nocontext,word1,cloned,subject1,the scientist,nocontext,,1,gene,the scientist,the scientist cloned the,cloned,the,gene,Did,clone,the scientist cloned the gene,Did the scientist clone the gene?,subject1_nocontext,24,word1_subject1_nocontext
24_word1_subject2_nocontext,word1,cloned,subject2,the teacher,nocontext,,1,gene,the teacher,the teacher cloned the,cloned,the,gene,Did,clone,the teacher cloned the gene,Did the teacher clone the gene?,subject2_nocontext,24,word1_subject2_nocontext
24_word2_neutral_nocontext,word2,closed,neutral,he,nocontext,,1,gene,he,he closed the,closed,the,gene,Did,clone,he closed the gene,Did he clone the gene?,neutral_nocontext,24,word2_neutral_nocontext
24_word2_neutral_context1,word2,closed,neutral,he,context1,"in the biology lab, ",1,gene,"in the biology lab, he","in the biology lab, he closed the",closed,the,gene,Did,clone,"in the biology lab, he closed the gene",Did he clone the gene?,neutral_context1,24,word2_neutral_context1
24_word2_neutral_context2,word2,closed,neutral,he,context2,"annoyed by the noise outside, ",1,gene,"annoyed by the noise outside, he","annoyed by the noise outside, he closed the",closed,the,gene,Did,clone,"annoyed by the noise outside, he closed the gene",Did he clone the gene?,neutral_context2,24,word2_neutral_context2
24_word2_subject1_nocontext,word2,closed,subject1,the scientist,nocontext,,1,gene,the scientist,the scientist closed the,closed,the,gene,Did,clone,the scientist closed the gene,Did the scientist clone the gene?,subject1_nocontext,24,word2_subject1_nocontext
24_word2_subject2_nocontext,word2,closed,subject2,the teacher,nocontext,,1,gene,the teacher,the teacher closed the,closed,the,gene,Did,clone,the teacher closed the gene,Did the teacher clone the gene?,subject2_nocontext,24,word2_subject2_nocontext
24_word2_control_neutral_nocontext,word2_control,shut,neutral,he,nocontext,,1,gene,he,he shut the,shut,the,gene,Did,clone,he shut the gene,Did he clone the gene?,neutral_nocontext,24,word2_control_neutral_nocontext
24_word2_control_neutral_context1,word2_control,shut,neutral,he,context1,"in the biology lab, ",1,gene,"in the biology lab, he","in the biology lab, he shut the",shut,the,gene,Did,clone,"in the biology lab, he shut the gene",Did he clone the gene?,neutral_context1,24,word2_control_neutral_context1
24_word2_control_neutral_context2,word2_control,shut,neutral,he,context2,"annoyed by the noise outside, ",1,gene,"annoyed by the noise outside, he","annoyed by the noise outside, he shut the",shut,the,gene,Did,clone,"annoyed by the noise outside, he shut the gene",Did he clone the gene?,neutral_context2,24,word2_control_neutral_context2
24_word2_control_subject1_nocontext,word2_control,shut,subject1,the scientist,nocontext,,1,gene,the scientist,the scientist shut the,shut,the,gene,Did,clone,the scientist shut the gene,Did the scientist clone the gene?,subject1_nocontext,24,word2_control_subject1_nocontext
24_word2_control_subject2_nocontext,word2_control,shut,subject2,the teacher,nocontext,,1,gene,the teacher,the teacher shut the,shut,the,gene,Did,clone,the teacher shut the gene,Did the teacher clone the gene?,subject2_nocontext,24,word2_control_subject2_nocontext
24_nonword_neutral_nocontext,nonword,cloled,neutral,he,nocontext,,1,gene,he,he cloled the,cloled,the,gene,Did,clone,he cloled the gene,Did he clone the gene?,neutral_nocontext,24,nonword_neutral_nocontext
24_nonword_neutral_context1,nonword,cloled,neutral,he,context1,"in the biology lab, ",1,gene,"in the biology lab, he","in the biology lab, he cloled the",cloled,the,gene,Did,clone,"in the biology lab, he cloled the gene",Did he clone the gene?,neutral_context1,24,nonword_neutral_context1
24_nonword_neutral_context2,nonword,cloled,neutral,he,context2,"annoyed by the noise outside, ",1,gene,"annoyed by the noise outside, he","annoyed by the noise outside, he cloled the",cloled,the,gene,Did,clone,"annoyed by the noise outside, he cloled the gene",Did he clone the gene?,neutral_context2,24,nonword_neutral_context2
24_nonword_subject1_nocontext,nonword,cloled,subject1,the scientist,nocontext,,1,gene,the scientist,the scientist cloled the,cloled,the,gene,Did,clone,the scientist cloled the gene,Did the scientist clone the gene?,subject1_nocontext,24,nonword_subject1_nocontext
24_nonword_subject2_nocontext,nonword,cloled,subject2,the teacher,nocontext,,1,gene,the teacher,the teacher cloled the,cloled,the,gene,Did,clone,the teacher cloled the gene,Did the teacher clone the gene?,subject2_nocontext,24,nonword_subject2_nocontext
24_random_neutral_nocontext,random,afed,neutral,he,nocontext,,1,gene,he,he afed the,afed,the,gene,Did,clone,he afed the gene,Did he clone the gene?,neutral_nocontext,24,random_neutral_nocontext
